RT,25Mg,55Mn,59Co,60Ni,65Cu,66Zn,88Sr,90Zr,93Nb,95Mo,107Ag,109Ag,139La,140Ce,141Pr,143Nd,146Nd,147Sm,149Sm,153Eu,157Gd,159Tb,182W,206Pb,208Pb,232Th,238U
283.97,4.871,0.429,0.933,2.1,0,0,0.924,0,0,1.09,0,0,6.5,7.838,4.033,0,0,1.643,0,0,0,0,0,0,0,0,0
284.05,0,0,0.714,0,0,0,5.319,0,0,0,1.1,0,5.929,9.848,0,2.371,1.367,0.467,1.157,0,0,0,5.695,2.986,1.157,0,0
284.095,0,0,0,0,0,0,1.143,0,0,0.31,0.176,0.514,4.829,8.09,2.081,0,0,1.481,0,0.457,-0.014,0,0.633,1.5,3.252,0,0
284.131,1.424,0,1.59,0,0.138,0,3.69,0,0,0,0,0,7.248,10.652,0,0,0,0,0,0,0,0,0.395,0.267,1.914,0,0
284.858,0,1.405,0.538,0,0,0,0,0,0,0,0,0,0.729,50.385,0,0,0,0,0,0,0.505,0,0,3.324,1.3,1.395,0.024
285.083,0,0,0,0,0.924,0,0.705,0,0,0.548,0,0,0,7.295,0.995,1.257,1.143,1.91,0,0,0.971,1,0,0.057,6.057,2.124,0
285.803,0,0,0.462,0,0,0,1.01,0,0.305,0,0,0,3.086,11.562,4.357,0,0,0.695,0,0,0,2.562,0,0,2.705,0,2.609
286.836,1.338,0.995,0,0.543,2.438,1.714,0,0,0,0,0.433,0,0,7.262,0,0,0,0,0,0,0,0.567,0.3,0,0,0,0
286.979,1.967,0,0,0,0,1.119,17.057,0,1.01,0,0,0,55.19,41.423,2.448,2.005,0.605,0,0,0,0.195,0,0,0,0.924,1.138,1.233
286.982,0,1.681,0,1.01,0,0.962,3.467,0.552,0,0.01,0,0,3.767,8.248,0,2.214,0,0,0,0,1.114,1.981,0,0,0,0,0
287.743,1.414,3.967,0,1.633,0,1.633,0,0.181,0,0,0,0.886,4.424,13.757,4.143,0,2.505,0,0,0,0,0,0,3.89,4.238,0,0
287.873,0,2.567,0.448,0,0,0,0,0,0,0,0.862,1.405,2.914,7.752,1.533,0,1.181,0,0,0,2.4,0,0,0,1.938,0,0
287.93,0,1.995,0,0,0,0,19.709,0,0.314,1.41,3.2,0.614,25.514,84.561,13.219,3.205,5.805,1.11,2.033,1.267,0,0,0,1.295,5.533,8.071,0
288.63,0,2.043,0.114,0,0,0,8.4,0.595,1.181,0.8,0,0,8.586,30.033,4.267,1.733,1.005,0,0,2.305,0,1.062,1.243,1.562,0,1.557,0
288.69,0,0,0,0,1.01,1.2,14.447,0,0.733,0,0,1.029,31.119,46.838,5.429,3.705,4.309,0,0,2.319,0,1.129,0,2.343,1.081,0.576,0
288.719,0,0,0.629,0,0.557,0.662,1.219,0,0,0,0,0,6.348,6.476,4.329,0,0,0,0,0.957,0,0.086,0,1.638,0,0,1.438
289.725,0,0.21,0,0,0,0,0,0.043,2.152,0,0,1.043,5.076,6.057,5.171,0,0,0,0,0,0,0.614,0,0,0,1.429,0
289.803,0,0,0,1.119,0,2.2,1.867,0,0,0,0.648,0,2.409,15.6,1.062,0,0,0,0,0,0,0.89,0,0.876,1.29,0,0
292.282,0,0,0,0.89,0,2.233,0.929,0,1.5,0,0,0,22.847,22.266,1.71,0,0.914,0,0,0,0,0.776,0,0,5.029,2.743,0
292.295,0,0,0,0,1.79,0.724,1.205,0,0,0,0,0,6.219,6.29,0,1.29,0,0,0,0,5.638,0,0,0,4.538,0.557,0
293.264,0.352,2.209,0,0,0,0,0,0.371,0,0,0.829,0,5.733,18.562,1.271,-0.029,2.562,0,0.771,0,0,0,0,1.795,2.414,1.024,0
294.378,0,2.433,0,0.695,0,0.686,41.885,0,0,0,1.19,0,51.971,62.847,3.286,0.548,0.333,0,0,0.51,0,0,0,0.614,3.662,2.695,0.2
295.254,0,0,0,0,0,0,19.866,0.981,0,0,0.195,0,32.638,66.066,3.7,8.405,2.924,1.186,1.229,1.719,0,1.2,0,3.971,7.428,6.152,0
296.109,0,1.89,0,0,0,0,0,0,0,3.805,0,0,0,12.443,0,0,0,0,0,0,0.89,0,0,0,0,0,0
297.011,0,0,0,0.51,0,0,3.557,0,0,0,0,0.6,3.295,17.847,4.209,1.548,1.657,0,0,0,0,0,1.871,0,0,6.224,0
297.016,1.262,4.029,1.033,0,1.005,0,27.133,1.757,0,0,0,0,37.795,56.842,6.724,4.133,0,0,0.943,0.762,2.471,0,0,1.524,6.414,2.376,0
299.019,0,0.667,0,0,0,0,3.881,1.619,0,1.267,0,0,4.79,9.338,0,0,1.162,0,0.005,0,0,0.4,0,0,1.829,0,0
300.777,1.371,1.01,0,0,0.076,0.167,5.433,0,0,0.567,0,1.181,18.666,11.605,3.071,1.843,0,0,0,0,0,0.257,0.757,0,0,0,1.143
300.821,0,0.976,0,1.624,0,0,0.995,0,0,0,0,0,0,7.133,1.638,0.167,0,0,0.938,0,0,0,0.986,1.081,0,0,4.262
300.956,0,0.976,0.41,0,1.31,2.019,0.976,0,0,0,0,0,3.114,11.319,0,0,0.129,0,0.429,0.79,0,0.124,0,1.19,5.357,0.843,0
301.724,1.776,1.576,0,0,0,0,5.8,0,0,0,0,0.448,6.667,7.828,0.095,0,0,0,0.552,0,0,0,0.405,0,3.9,0,0
301.839,0,1.029,0,0,0,0,0.943,0,0.333,0,0,-0.038,7.767,6.643,0,0.305,0,0.567,0,0,0,0,0,1.314,2.786,0,0.3
302.856,0,0,0.276,0.838,0,0,0,0.419,0.005,0.781,0,0,3.414,13.662,2.771,2.409,2.986,0.624,0,0,2.652,0.638,0,0,1.505,1.124,0.276
303.644,0,0,0,0,0,0,0,0,0,0,2.633,-0.024,4.3,14.757,2.609,3.548,1.919,0.776,1.752,0,0.595,1.59,0,1.919,0,0,3.071
303.665,0,0,0,0,0,0.876,7.833,0,0,0,0,0,24.685,50.685,2.043,0.943,3.114,0,0,0.89,3.157,0,0.481,2.162,3.071,0.919,1.767
303.846,1.8,1.843,0,0,0.724,1.152,2.295,0,0,0,0,0.981,0.19,6.3,0,0,1.329,0,0,1.524,0,1.786,0,0.605,0,0,0
304.579,0,0,0.781,0,0,4.333,0,0,1.638,0,0,0,0.724,7.752,0,0,0,0,0.833,0,0.052,0.538,0,0,2.267,1.605,0
304.69,0,0.867,0,0,0,3.786,0,0,0,2.495,0.829,0,5.619,9.471,0.786,0,0,1.281,0,0,0.829,0,0,3.076,1.543,1.519,1.076
305.517,0.719,0,0.39,1.638,1.086,0,1.495,1.019,0,0,0.171,0,1.2,6.948,1.176,2.309,0,0,0,0,0,0.362,0,0,0,0,1.576
307.328,1.1,0.219,0,0,0.971,0.519,4.176,0,0,1.457,0,0,3.086,7.7,0,0,0,0,0,0,1.057,0.519,0,0.505,1.976,0,0
307.552,0,0.719,0,0.233,0,0,4.176,0,0,0,0,0,4.743,7.624,0,2.462,0,0.181,0,0.695,0,0,0,0,0,1.9,0
308.337,0,2.733,0,0,0,0,2.129,0,0,0,0.767,0,8.728,6.571,1.776,0.205,0,0,0,0,0.719,0,0,0.586,3.348,0,0
308.531,0,0,0.781,0,3.29,0,1.895,0.467,0,0,0.562,0.971,0,6.205,0,0,0,0.948,0,0,0.89,0.471,0,0,1.357,0,1.995
309.267,0.467,0,0,0,0,1.343,0,0,1.071,2.3,0,0,0.457,5.781,1.229,0,1.767,0,0,0,1.505,0,0,0,0,0,0
309.338,0,0.548,0,0,0,0,3.767,0,0,0,0,0,4.743,9.305,2.086,0,0,1.062,0,0.062,0,0,0,0,1.029,0,1.529
309.453,0,0.571,1.024,0,0.433,0,0,0,0,0.448,0,0,0,5.986,0,0,0,0,0,0,0.976,0.748,0,1.119,1.514,1.6,0
311.121,0,0,0,0,0,0.014,11.519,0,1.019,0.657,0,1.048,35.761,63.928,6.862,2.129,2.776,1.667,0,0,0,0.514,0.386,2.109,2.871,8.762,0.986
311.287,0.49,3.767,0.462,0,0.5,1.138,0,0,0,0,1.962,0,0.524,7.124,0,0,0.79,1.733,0.91,0.262,1.429,0,0,0.738,0,0,0.61
311.975,1.819,0,0,0,0,0,4.038,2.981,0,0,0,0,20.971,29.038,2.162,1.552,2.829,0,0,0,0,0,0,4.6,1.186,9.928,0
312.037,0,0,0,0,0,1.743,0,0,0,0,0,0,1.229,13.49,3.143,0,1.295,0.371,0,0,0,0,1.343,0,2.662,0.519,2.957
312.176,0,1.371,0.376,0,0,1.681,0,0,0,0,0,0,0.981,6.052,1.238,0,0,-0.086,0.729,1.752,0.967,0,0,0,0.495,0,0.386
313.123,0,1.557,0,0,-0.024,0,11.847,0,0,0,0,1.876,65.166,73.266,10.467,6.948,5.667,0,0,0,2,0,0,0.981,1.762,4.867,1.338
314.968,0.6,0,0,0.929,0,2.162,0,2.205,0,0,0.719,-0.024,3.295,5.938,1.586,1.148,0,0,0,0,0,0,1.076,0,0.938,0.548,2.143
315.014,1.752,0,0,2.033,1.557,1.419,5.157,1.138,0,0,0,0,5.209,18.386,1.714,2.509,1.933,0,0,0,0.6,0.724,0,3.938,3.295,1.505,0
316.733,0,0.695,0,0.605,0.424,0,0,0,0,0,1.1,0,7.848,6.905,0.814,0,0,0,0,1.067,0,0,0,0,3.557,0,0
317.715,0,2.648,0,0,0,0,0,0,0.652,0,0,0,3.929,10.805,0,0.881,0.41,0.3,0.943,0.871,1.29,0,0,0.324,3.071,0,0
317.814,0.819,0.752,0,0,-0.005,1.057,0.91,0,0,0,0,0,0,8.319,0,2.19,0,0,0,0.052,0,0,0,1.176,5.376,1.443,0
317.828,2.295,2.914,-0.024,0,0,0,4.19,0,0,0,0.429,0,4.576,14.309,2.157,0,1.414,0,0,0,0,0,0,4.781,1.129,0,0
317.886,0,0,0,0.895,0,0,0.662,0,0,0,0.562,0,0,7.209,2.138,1.067,0,0.581,0,1.171,0,1.924,1.281,0,0,0,0
319.641,2.033,0,1.329,1.529,0,0,2.648,0,1.848,1.348,0,1.529,8.148,11.728,1.986,0,0,0,0,0,0,0,0,3.095,9.314,2.038,0
322.32,0,0,0,0,0,0,2.748,0,0,1.39,0,0,3.633,5.786,0.186,0,0.176,0,0,0.581,0,0,0,0.5,1.219,0.643,0
322.565,0,0,0,0,0,0,15.838,0,1.31,0.5,0,0,1.41,12.681,5.195,0.41,2.848,1.433,0,1.667,0,0.629,0,2.038,6,1.29,0
324.19,0,0,0,0,0,0.395,5.457,0,0,0,0.038,0,10.771,10.538,3.443,0,0,0,0,0,0,1.024,0,0.205,1.067,1.033,0.567
324.369,0,0,0,0,0,0,12.386,0,0,0,1.229,0.595,35.471,48.895,7.343,6.881,6.976,3.033,0.005,1.162,0,2.333,0,0,2.471,8.662,0.4
324.472,1.781,0,0,0,1.9,1.738,0,0.71,0,0,0,0.595,6.586,10.5,0.348,0,0.562,0.814,0.867,0.11,-0.014,0,0,0.248,1.11,0,0.619
325.258,0,0,1.143,0,0,0.376,0,0,0,0,0,0,0,6.138,0,0,0,0,0,0,0,1.195,0,0.81,1.114,0,0
325.283,0.429,0,0,0.314,1.81,0.833,1.286,0,0,0,0,0.867,0,7.186,0.776,0,0,0,0.452,0.019,0,0,-0.01,0,1.195,2.462,1.119
325.371,3.186,1.619,0,1.224,0,0,7.848,1.567,0,0,0,0,20.438,39.552,3.852,0,0.995,0,1.729,0,0.2,0.248,0.067,0.405,4.724,2.295,0
326.193,0,0,0.31,0.124,0,1.824,6.79,0.581,0,0,0.724,0,18.376,60.399,5.233,3.776,1.248,0,3.014,0.586,0,5.105,0,10.99,9.519,5.905,0
326.299,0,0,0,0,0,2.671,3.924,0,1.167,0,0,0,7.8,13.033,2.976,0.376,0.905,0,0,2.295,0,0.919,0.31,0.852,0,0,0
327.084,0,0.69,0,0.905,1.276,2.557,3.367,0.943,0,0,0.838,0,1.805,9.081,0,1.224,1.338,0,0,0,0,0,0,2.39,2.252,0.995,0
327.118,0,2.876,0,0,4.119,0,1.905,0,0.424,1.152,0,0.548,1.029,13.181,2.114,1.038,0,0,0,0.224,0,0,1.505,0.314,0.81,1.805,3.148
328.042,0,0.752,0,0,0,0,8.014,0,1.395,0,0,0,14.205,14.857,0,1.4,2.143,0,0.929,0,1.962,0.829,0,1.748,0,1.367,1.571
328.216,0.019,0.91,1.367,1.081,0,0.762,4.476,0,0,0,0,2.019,9.205,18.619,0,0.81,1.3,0,0,0,0,1.271,0.686,0,1.962,0,0
328.217,0,0,0,0,0,0,0,0,0.362,0,0.419,0,3.619,7.933,0,1.519,1.471,0,1.095,0,2.267,0.995,0,0,1.233,0.357,0
328.22,0,0,0,1.281,0,0,17.1,0,0,0,0.829,0,11.119,19.476,1.862,0.31,1.005,0,0,0,1.376,0.59,0,0,4.919,0,0
328.971,0,0,0,0,0,0,0,0,0,0,0,0,7.714,12.395,0.924,1.386,0.733,0,0,0.148,0,0,0,0,1.681,3.681,0
329.043,0,0,0,0,0,0,0.6,0,0.252,1.848,0,0,11.143,10.328,1.652,0,0.662,0,1.229,0.729,0,0,0,0,0,0,0
329.112,0,0,1.39,2.248,0,0,1.629,0,0,0,0,0,6.543,6.619,2.329,0.371,0,0,0,0,0.976,0,0,1.038,0,2.2,0
331.06,0,0,0,0,1.89,0,15.095,0.705,0,0,0,0,23.419,32.847,4.305,3.643,0.471,1.476,0,0,1.352,0,0,2.262,1.438,2.271,0.757
331.774,0.11,0.695,0,1.005,0,1.038,9.671,1.376,0,0,0.943,1.176,5.295,10.343,2.167,3.09,0,0,0,0,0,1.162,0.743,1.124,1.148,0,2.771
332.831,0,0,0.414,0,0,0.495,8.433,0,0,0,0,0,10.728,14.714,0,1.271,0.652,0,1.914,0,0,0,0,3.152,13.7,0,0
333.807,1.595,2.486,0,0,0,0,1.267,1.524,0,0,0,0.571,0.743,6.514,0,0,0,0,0.438,0.01,0,0,0,0.4,0.814,0.724,0
333.86,0,0,1.162,0,0,0.014,6.548,0.61,2.057,1.114,1.376,0,15.928,25.747,5.305,0,0.529,0,0.448,0,0.271,1.076,0,0,5.276,0.852,1.986
333.911,0.9,0,0,0,0,0,0,0,1.305,0.633,0.71,0,1.386,5.924,0.8,2.205,0,0,0,0,1.429,2.086,0,0,2.162,0,0
335.774,1.495,0,0,1.157,0,0,12.186,0,1.01,0,0,0,28.881,48.133,10.681,1.262,3.157,0,0.567,0,0,1.571,0,4.7,5.219,5.7,1.429
338.477,3.481,2.214,0,0.8,0.686,0,2.276,0,3.2,0,0,0,0,9.276,0,0,0.595,0.986,0,0,1.243,0,0,0,0,0,0
339.358,0,0,0,0,0,0,6.024,0.614,0,0,0,0,13.795,15.476,0,0.186,1.124,0,0,0,2.633,0,0,0.895,0.176,0,0
340.221,1.59,0,0,0.557,0,1.476,5.609,0.471,0,0,0,0,21.381,53.78,2.662,3.714,2.095,0,1.524,0.952,0,0,0,2.867,2.386,0.233,0.105
340.462,0,0.533,0.948,0,0,0,0.8,0,0,0,0.967,-0.048,8.109,16.305,1.195,1.314,0.519,1.638,0,0,0,0,1.124,0,0.495,0,0.567
341.25,0,0,0,0,0.362,0,0,0.952,0,0,0,0.733,2.809,8.862,0,0,0.019,0,0,1.657,0,0,2.605,0,0.39,0.79,0
342.305,2.481,1.062,0.662,3.186,0,0.01,23.662,0,0,0,0.271,0.433,12.614,45.599,3.019,4.538,4.029,0.571,1.571,1.348,0,0.6,0.833,0.524,0.933,3.224,0
343.219,0,2.943,0,0,0.314,0.938,1.986,0,0.705,0,0.633,0,2.171,12.081,0.248,0,0,0,0,0,2.01,0,0,0,0,0,0
345.006,0,0,0.19,0,0,0,2.757,1.167,0.619,0.219,0,0,7.338,10.452,0,0.557,1.49,1.219,1.314,0,0.795,0,0,1.171,1.238,0,0.462
345.102,0,1.324,0,1.962,0,0,1.667,0,0,0,0,0,2.295,6.219,0.714,0.4,1.062,0,0.91,0,1.038,0.719,0.905,0,0,0,0
345.109,0,3.609,0,0,0.933,0.962,10.162,0,0,0,0,0,6.724,11.852,4.967,1.538,0.652,1.895,0.59,0,2.409,0.952,0.51,3.752,5.348,1.2,0
345.907,1.014,0.51,-0.024,0,0.538,0,3.809,0,0,0,0,0,7.662,12.681,0,1.576,0,2.276,0.848,0,0,0,0.314,0,0.71,0,0.733
348.016,1.081,0,0,0,0,1.086,0,0.51,0,0.476,0,0,0,6.043,0,0,0,0,0,1.248,0,0,0,0,0,0.448,0.562
349.573,0,0,0,0,2.19,0,0.805,1.352,1.924,0,0,1.71,0,12.047,0,0.171,0.548,0.462,0,0.505,0,0,1.176,0,3.205,0.648,0
349.664,0,1.533,2.643,0,0.8,0,6.648,1.443,0,0,-0.014,0,25.028,33.99,8.252,0.643,6.071,0.7,3.367,0.395,0,0,0,1.724,2.124,1.386,0
349.667,1.59,0,0,1.048,0,0,3.143,-0.019,0,1.733,0.024,0,2.59,7.362,0.705,0,0,0.219,0,0,0,0,0,0,0,4.338,0.271
350.614,0,5.167,0,0,2.129,0,1.419,0,0,0,0,1.248,8.538,16.781,0.781,3.567,2.324,0,0,0.671,0.9,0,0.576,3.129,0,0.619,1.567
350.627,0,0.752,0.59,0.967,0,0,0,0,0,1.3,0,0,0,35.561,0,0,0,0,0,0,0.829,0.695,0,0,0,0.833,0
350.715,1.681,4.29,0,0,0,0,4.981,0.529,0,0,0,0,0.833,10.49,0,0,1.286,1.633,0.952,0,0,0,1.476,0,3.067,0.786,0.367
351.407,1.371,1.505,2.171,2.024,0,0,2,0,0,1.081,0.7,0,6.167,9.776,1.095,0,0,0.895,0,1.176,1.476,0,0,0,0,1.424,0
351.429,2.343,2.462,1.814,0,0,0,3.233,0,0,1.324,0,0,3.638,6.8,0,1.886,1.633,0,1.357,0.233,0,1.348,0.771,1.205,1.238,0,0
351.447,1.271,0,0,2.071,0,0,4.833,0,0,0,0.386,0,11.967,13.519,3.786,2.457,0.929,0.824,0,0,0,0.9,0.738,0,2.729,1.357,1.138
351.529,0,0,0.133,0.652,0,0,2.395,0,0.519,0.538,0,1.443,8.633,19.776,6.767,1.129,-0.014,0,0,0,0,0,0.267,0,1.924,2.824,0.943
353.294,0,0,0,0.571,1.252,0.062,0,0,0.848,0,0,1.352,0.957,7.09,0,0,0,1.895,0.762,0,0,0,0,0,0.829,0,0
353.353,3.424,0.371,0.205,2.033,0,2.357,0,0,0,0,0,0,5.248,7.09,0.91,0,0,0,0.876,1.31,0,0,0.433,0,0,0,1.09
353.463,0,1.09,0,0,2.943,0,1.495,0,0.957,1.129,0,0,5.376,19.862,0.667,0,2.224,1.186,0,3.119,1.414,0,0.333,1.257,4.848,2.367,1.148
355.254,0,0,1.79,0,0,0,1.21,1.133,0,0,0,0,9.414,12.5,1.419,0.09,0,2.024,0,0,0.371,0,0,1.524,1.643,0.333,0.567
356.256,0,0,0.471,0,0.61,4.571,0,0,0,0.986,0,0,5.505,8.928,0.89,0,0,0,0,0,1.438,0,0,0.848,0,0,0.262
356.291,2.781,0,0.49,0,0,0,1.019,1.276,0,0.01,0,0,10.252,16.952,1.881,1.99,0,1.148,0,2.467,2.2,0,0.386,0,4.062,0,0
357.293,0,0,0,0,0,0,0,0,0,0.971,1.967,0,18.814,26.752,5.181,1.124,9.295,1.114,0.571,4.786,1.619,0.886,0,0.705,4.871,9.105,0
357.294,0,2.429,0,0,1.21,0,6.214,0,0,1.443,0,1.171,18.152,31.652,5.552,0.771,1.314,0,0.776,0,0,0,1.157,2.419,0.81,0,0.414
358.265,0.986,0,0,0.7,2.486,1.79,1.443,0,0,0,0,0,18.233,26.566,3.919,0,2.49,0,0,0,0,0,1.3,0.467,2.152,0.671,0
359.048,0.062,0,0,0,0,0,4.571,0.4,0,1.157,0,3.762,6.219,11.147,0,0,0,2.552,1.419,0,0,0,0,0.752,1.338,0.552,0.548
359.129,0,1.11,0,0.614,0,0,2.019,0,0,1.524,0,0.186,4.224,6.938,0,0,0,0,0,0,0,0,3.095,1.133,5.2,0,0
359.153,1.052,0,0,0,0.619,1.252,9.257,0,0,0,0.286,0,12.343,22.457,2.509,0.41,0,0,0,0,0,0,0,0,2.2,0,0
359.839,0.224,0,0.262,0,0,0.89,0,0,3.343,0,0,0,0,6.543,0.881,0.995,0,2.176,0,0.986,0,0,0.852,0,0.171,0,0
360.056,0,0.552,0.748,0.219,0.481,0,0.014,0,0,0,0.286,0.157,0,8.462,1.9,0,0,0,0,0,0,0,0,2.643,0,0.767,0
360.855,0,0,0,0,0,0,0,0.852,0,0,0,0.062,0.41,7.448,0,0,0.643,0,0,0,0,0,0,2.648,0,0,0
360.92,0,0.381,0,0,0,0,1.719,0.352,0.448,0,0,0,0.986,7.233,0,0,1.271,1.324,0,0.662,0,0.405,0,0.429,0,0,0
361.864,0,1.581,0,0,1.59,0,5.59,0,0,0,0,0,10.119,9.6,0,7.509,6.3,0.762,0,1.743,0,0,0,1.229,0.705,0,1.705
361.882,2.576,0.067,0.91,1.824,3.786,0.219,3.371,0,0,0,0,0,0,8.909,4.952,0.81,0,0,0,0,0,0.476,1.052,0,3.176,1.61,0
361.9,1.91,2.086,0,0,0,0,3.276,0,0,0,0.89,0.671,1.576,11.3,0.162,0.805,0,1.033,0,0,0.605,3.419,0,1.557,2.638,0.867,0.357
362.744,0,0.552,0,0,0,2.605,0.957,0,0,0,0.524,0.562,10.567,7.638,0,0,2.376,0,0,0,0.386,2.314,0,0,0.429,0,0.776
362.851,0,0,3.376,0.819,0,0,9.552,0,0.976,0,0.324,0,20,41.366,3.919,0.967,1.419,0.843,0,2.01,0.7,1.071,3.833,1.867,3.538,1.552,0
362.852,0,0,3.376,0,0,0,1.867,0,0.429,0,0,0,10.357,18.919,1.986,1.519,1.419,0.467,0,2.01,0,0,1.557,0.2,2.8,0.676,0
362.913,0,0,0,0,0,0,1.576,-0.014,0.981,0,0,0.248,5.39,15.176,0.305,0,0.505,0.548,0,3.029,0,0,0,1.638,0.638,0,0
363.624,0,0,0,1.067,0,0,0.295,0,0.557,0,0.348,0.638,5.981,6.709,1.614,2.781,0.571,0,2.519,0,3.224,0.414,0,0.233,2.19,0,0.814
363.671,4.386,1.776,0,2.89,0,0,2.171,0.405,0,0,0,0.39,5.448,16.59,0,1.49,2.248,0,0,0,0.895,0,0,0,1.976,1.448,0.69
363.673,0,0,0.333,0,0,2.995,0,0,0,0,0,0.414,1.567,7.257,0,0,0,0.867,1.367,0,1.876,0.838,0,3.295,0,0,2.162
363.739,0,0.933,3.295,0,0,1.6,2.633,0,1.838,0,0,0,-0.01,7.833,1.31,0,0.895,0,0,0,1.371,0,0,0,1.138,0,0.443
363.777,0,0,0,1.59,0,1.348,0,1.495,0,0,0,0.462,1.2,6.019,2.1,0,1.681,2.067,0,0,0,0,0,0.005,0.99,0,0
363.86,0.667,2.1,1.638,-0.005,0,0,5.89,0,0,0,0,0,16.252,17.209,3.043,0,2.243,1.9,0.967,0,0,0.505,0,3.738,1.686,1.667,0.395
364.586,0,0.924,0.31,0.643,1.862,0,3.014,0,0.49,0,0.476,0,6.781,8.509,2.19,1.305,0.871,0,0,3.357,0,0.805,0,0,0,0,0
364.733,0,0,0.405,2.586,0,0,0,0,1.59,1.081,1.086,0.686,7.095,8.89,0.8,0,2.057,0,0,0,0,0,0,0.471,0,0,0
364.74,0.705,0,0,0,0,1.186,2.29,0,0.724,0,0,0,0.624,6.333,0,0,0,0,0,1.305,0,0.186,0,0.376,1.448,0.548,0
364.809,0,0,0,0.567,0,1.533,4.219,0.61,0,1.605,0,0.986,0.8,6.176,0,0,3.124,0.967,1.405,0.471,1.057,0,0,2.324,8.205,0,0
365.676,0,2.114,0,0.686,1.138,0,2.148,0.681,0,0,0,0.962,13.69,8.557,2.69,0.181,0,1.243,0.671,0.552,-0.005,0,1.343,1.714,0.695,0,0
367.537,0,0,1.324,0,0.871,1.405,3.419,0.01,1.995,0,0,0.3,5.667,8.5,2.367,2.962,0,0,0,0,0,0.79,0,2.6,2.924,0,0
369.32,0,1.671,0,0.338,0,0,4.243,0,0,0,0,0,13.171,10.386,0,1.633,1.91,1.243,2.238,0,0,0,0,0,0.819,1.262,0
369.503,0,1.514,0,0.029,0,0,5.638,0.443,0,0,0,0,15.543,16.524,5.629,0,0,0.824,1.795,0,0,0.4,0,0.89,0,6.738,0
370.211,0,0.195,0,0,0.89,0.548,0.429,2.457,0,0.424,0,1.886,5.443,6.748,0,0.719,0,0,0,0,0,2.829,0,0.676,1.814,0.838,1.771
370.272,0,2.909,0,0,0,0,0.771,0,0.69,0,0,0,5.429,9.305,2.052,0,0.786,0,0,0,0,1.271,0,0.943,2.195,1.21,0
370.474,-0.071,0.371,0,0,0,0.386,0,0,0,0.838,0,0,16.843,45.028,0.8,0,0.633,0,0.348,0,0,0,0,2.357,1.714,4.133,0
372.159,0,0,0.6,0,0,0,1.457,0,1.052,1.276,0,0,6.238,6.319,4.343,3.433,0.681,1.724,0,0,0.486,0,0,0,1.671,11.481,1.157
372.254,0.538,0,0,0,0,0,2.643,1.476,0,0,0,0,0,7.143,0,0,0.476,0,0.705,0,0,0,0,0,0.286,1.971,2.519
372.348,0,1,0.638,0,0,0,0.262,0,0.724,0,0,0.69,2.076,7.886,0,0,0,0.705,0.752,0.848,0,0,0,1.181,0.957,0,0
373.122,0,0.738,0,0,0.314,1.052,2.167,1.424,0.624,0,0,1.767,7.848,7.824,0.633,1.724,0,0,0,0,1.562,0.662,0.176,1.448,1.181,0,0
373.992,0,0,0,0.6,0,1.533,1.871,0,0.524,0.686,1.167,0,3.79,8.281,1.09,0,0.167,0,0,0,0,0,0,3.514,0,2.471,1.01
374.057,0,0.924,0.957,0,0,1.476,2.662,0,0,0,0,0,8.433,8.448,0,1.286,0,0.1,0,0,0,0,1.167,5.262,4.776,2.843,2.19
374.985,1.624,1.367,0,0,0,1.529,2.071,1.414,0.71,0,0.571,1.519,11.171,10.509,2.019,0.633,0,0.986,0,0,0,0,0,3.567,2.043,1.271,1.548
375.077,0,1.4,0,0.971,0,2.095,0,0,0,0,1.786,0,0.781,7.705,0,0,0,0,0,0,0,0.8,0,0.843,0,3.276,0
0,0,3.79,0.376,0.41,1.043,0,0,1.157,0,0,0,0.633,0,7.405,0,2.838,-0.019,1.833,0,0,0.548,0,0,0,0,0.595,0.757
0,0,0.705,0.162,0,0.957,0,0,0.724,0,0,0,0,0.51,6.514,0,2.167,0,0,0,0,0,0,0,0,1.319,0,1.119
0,0.905,0,0.686,0,0,0.362,0,1.629,0.357,0,0,0,0.348,6.505,1.614,0.829,0,0,0,0,0,0,0,0.305,0,0,0.748
