25Mg,55Mn,59Co,60Ni,65Cu,66Zn,88Sr,90Zr,93Nb,95Mo,107Ag,109Ag,139La,140Ce,141Pr,143Nd,146Nd,147Sm,149Sm,153Eu,157Gd,159Tb,182W,206Pb,208Pb,232Th,238U
0,0,0,2.319,0,0,0,0.962,0.762,0.49,0,0,0,740.973,0,0.438,0,0,0,0,2.838,0,0.148,0.767,0.905,0,0
0,0,0,0.514,1.205,4.267,0,0,0,0,0,1.352,1.438,63.695,0,0,0,0,0,0,1.148,0,0.238,0,0,0,0
0.776,0.91,1.219,0,0,2.133,0,0,0,0,0,0,0.552,787.51,1.652,0.938,0,0,0.619,0,0,0,0.019,5.457,0.405,1.448,0.571
0,0,0,1.424,0.714,0,0,0,0,0,0,0,0.714,746.735,0,0,1.176,0,1.505,0,0.514,1.043,0.386,0,1.019,0,1.081
0.41,0,0,0.667,0,2.624,0,0,1.705,0,0,0,0.99,161.87,1.7,0,0,1.119,0.352,0,0,1.505,0,0,0.981,0,1.61
0,0,0.438,0,2.557,2.19,0,0.238,0,0.733,1.071,1.376,0,466.68,-0.024,0,0,4.562,0.714,0.724,0.219,1.071,0,0,3.257,0,0
0,0,0,1.39,0.024,0,0.01,0,0,0.433,1.933,0,0,551.161,0,2.938,-0.014,0,0.881,1.948,1.538,1.233,0,0,0,0,0.762
0,0,1.005,0,1.395,2.057,0,0,0,0,0,0,0,948.118,1.781,0.814,1.052,0,0,0.676,0,0.914,0,0,1.252,0,0
0.8,0,0.371,0,1.59,0,0.748,-0.024,0,0,0,1.257,1.41,247.112,0,1.129,0,0.186,0.038,0,0,0,1.019,2.405,0.671,0.762,0
0.471,3.286,0,1.562,0,2.509,1.676,0,0,0,1.133,0.962,0,67.923,3.286,1.367,0,0.89,0,0,4.743,0.3,0,0,0,0,0
0,0,0.233,0,3.89,0,0.748,0,0,0,0,0,1.414,585.817,0,2.524,2.305,0,0.152,0.524,0,0,0,0,1.838,0,0.857
0,0,0,0.881,0,0.633,0,0,1.952,0,0,2.609,0.952,365.558,0,2.043,0,0,0,0,0,0,1.624,0,0.819,0,0
0,1.31,0.043,1.41,2.209,1.295,0,0,0.529,0,0.357,0,0,238.454,-1.638,0.395,0,1.133,1.195,0.443,0,0,0.986,0,0,2.571,0
0,0.905,0,1.333,3.39,1.681,0.6,0,1.181,0,0.667,0,0,5139.76,0.429,-0.962,0.462,1.914,0.905,0,2.219,3.29,0.119,1.624,3.043,0,0.919
0.3,0,0.033,0,0,0,0.376,1.105,0,0.771,0,0,0,972.06,0,0,0,0,0,0,1.624,0,0,2.071,0,0.29,0
1.214,0,0,0,0,0.357,0,0,0,0,0,0,1.1,292.759,0.929,1.767,0,0,0,1.019,0,0.133,2.238,1.819,-0.014,0,0
1.09,0,0,0,1.186,1.867,0.462,1.795,0,0,0.805,0,0,624.465,1.757,1.486,0,0,0,1.457,1.157,0,0,0,1.533,0,0
0,0.905,0,1.786,1.167,0,0,0,0,0,0,0,0,371.853,0,0,0,0,0,0,0.629,0,0,0,0,2.233,0.819
0,1.486,0,2.557,2.005,0,0.571,0.733,1.005,-0.024,0,0,0,94.466,0,0,0,0,0,0.548,0,0,0.029,0,0,0,0
0,0,0.376,0,3.557,0,0.195,0,0,0,0,0,0,205.25,0,0,0,0,0,0.486,2.933,0,0,0.752,0,0,0
0,0.481,0.852,0.414,3.314,0,0,1.295,0.781,0,0,0.414,2.314,363.967,0,0,0.529,0.838,0.562,0,0.819,0,0,0,0,1.329,0.433
0,0,0,0,0,0,0,0.157,0,0,0,0.819,1.252,247.283,-2.114,0.41,0.186,0,0,0.714,0.576,0,0.843,0,0,0,0
0,0,1.49,0,0,0,1.276,0,0,0.633,0,0,1.267,3671.934,0,-0.538,0.452,0,0,0,1.057,0,1.686,2.657,7.148,0,0
0,1.795,0,-0.043,0.795,0.752,0.433,0,0,0,0,0,0.133,706.287,0.762,0,0.681,0.748,0.652,0.252,0,0,0,1.014,1.357,2.209,0
2.138,0,0.448,0.8,0,2.714,0,0,0,0,0,0,0,372.691,0.424,0,1.176,0,0,-0.033,0.957,0,0,0,0,0.724,0.21
0,0.6,0.81,0,0.29,1.038,1.41,0.876,0,0,0,0,0.648,1642.757,0.986,0,0.457,0,0.662,0,4.881,0,0.843,0,0.557,0,0
-0.01,0,0.724,0,0.933,0,0,0,0,1.138,0.457,1.195,0.533,777.653,0,-0.019,1.152,2.367,0,0.867,0,0,0,1.871,0,0,0
0,0,0,0.224,0,0,0,0,0,0,0,0,1.357,730.477,0,0.786,0.948,1.729,0,0.705,0.981,0.662,0,1.733,1.548,0,0.814
0,1.862,0,0,0,2.038,0,0,0,0.99,0,0.8,0.752,239.178,0.9,0,0,0,0,0,0.729,0,0.414,0.405,0,0.205,0
1.024,1.181,0,0.343,1.252,5.648,0,0,0,0,0.957,0,0.99,165.884,0.667,0.767,0,0,0,0,0,1.205,0,0,0,1.071,0
0,0,0,2.757,0.243,0,0,0,0,3.333,0.329,0,0,221.502,0,3.157,0,0.376,0,1.238,0.133,0,0,3.286,0,0,0
0,0.981,0,0,0.91,0.181,1.029,0,0,0,0,0,0.895,326.015,0.062,0,0,-0.033,0,0,0.752,0,0.871,1.367,1.686,0,2.271
0,0,1.438,1.462,0,0,0,0.59,0,0,0,0,1.157,433,0.952,1.143,0.681,0,0,1.819,0,2.6,0.852,0,0.476,1.071,0
1,0,0,1,1.067,0,0,0,0,0,0.629,0,0.481,2568.528,0,1.167,0.067,0.59,0,0,0.371,0.814,1.743,1.467,3.248,0.376,0
0,0,0,0.062,0,0,0,0,0,0.519,1.11,0,0,219.636,1.076,0,0,0,0,0,0,0.033,0,1.971,0.686,2.633,0
0,0,0,1.052,0,2.295,0,0,0,0,0,0,1.814,372.953,2.652,0,0,1.519,0.543,0,0,2.457,0,1.733,0.614,1.095,0
0,0,0,0,1.029,0,0.519,0.748,3.4,1.067,0,0,1.448,1098.269,1.795,0.5,0,0,0,0,0.671,1.99,0,1.986,0,0.662,0
0,0,0,0.162,0,1.014,0,0.471,0,1.69,2.071,0.89,0,291.049,3.014,0,0,0,0,0,0.7,0.786,0,0,0.971,0,1.776
0,0,0,0,1.043,0,3.233,1.152,0,0,0,2.471,0,434.119,0,1.076,0,0.329,0,1.371,0.724,0,0,0,3.129,0.333,0
0,0,0,0,1.071,1.057,0.224,0,0,2.276,0,0,0,816.41,0.914,2.552,-0.014,0,0.548,0.581,0,0,0,0,1.619,0,2.724
0,0,0,0,0.243,2.948,0,0,1.462,0,0,0,0,286.063,1.124,0.452,0.857,0,0,0,0,0,0,0.829,0,0,0.467
0,2.381,0,0,0,1.019,0,0.443,0,0,0.462,0,0.767,690.578,0.4,0,0,0,0.762,0,0,1.043,0,0,1.319,0,0
0,2.414,0,0,1.357,0,1.262,0.533,0,0,0,1.119,0,373.224,0,2.152,0.571,0,0,0,0,0,0.933,0.586,0,1.79,1.114
0.643,0.41,0,0,0,0,1.781,0,0,0,0,0,0.895,191.841,2.105,0.9,1.086,0.767,0,0,0,0,0.81,0,0,2.152,0
0,0,0,0,1.224,0,0,0.676,0,0,0,-0.024,0.157,113.346,0,1.333,0.629,0,0.762,0,0,0,0,0.352,1.319,0,0.514
0,0,0,0.49,0,0,0,0,0,0,0,0.876,1.852,695.078,0,0,0.51,0,0.571,0,3,1.3,0,2.167,1.41,0,0
0,0,0,0,0,0,0,0,0,0,0,0.614,0.833,26.476,0,0.562,0,0,0.281,0,1.719,0,0,0,2.448,0,0
0,0,0,0,0,1.143,0.452,0,0,0,0,0,0.705,132.499,0.729,0.676,0.824,0,0,0,0,0,0.943,0,2.262,0,0
0,0,0,0,0.205,0,0.467,0,0,0,0,0,2.01,135.694,0,1.895,1.1,0,0,1.119,2.233,0,0,0,0.957,0,0
0,0,0,0,0.729,0,0,0,0.667,0.952,0,2.633,0,187.055,1.152,0,0,2.319,0,0.771,1.795,0,0.614,1.757,0,0,3.071
2.043,0,1.333,0,0,0,0,0,0,0,0,0,0.8,550.284,0.748,1.514,1.21,0.571,0,3.809,1.819,0,1.481,0,0,0,1.143
0,-0.033,0.99,0.81,2.014,0.467,0,0,0,0,0,2.214,0.781,2918.315,-3.229,-0.79,0.852,4.143,0.79,0,1.257,1.467,0,0,1.21,1.043,0
0,0,0,0,0,0,-0.024,0,0,0,0,0,2.552,4825.916,0,0.21,-1.071,0.662,0,0.595,2.071,0.143,1.11,3.224,4.905,0.943,0
0,0,0.61,1.167,0,0,1.238,0,0,0,1.014,0,1.69,592.622,0,0,0,1.376,0,0,1.462,0.29,0,0,0,1.324,0
0,0,0,1.01,2.233,2.248,0,0,0.681,0,0,0,0,104.027,0.171,1.657,0,3.019,0,0,0,0,0,2.819,1.876,0,1.081
1.09,0.681,1.214,0,0,0,2.509,0.462,0,0,0.924,0,1.5,695.983,0,0,0,0,1.052,0,0.533,0,0,1.952,1.586,0,1.348
0,0,0,0,0,1.39,0,0,0,1.324,0,0,0.448,1004.593,0,-0.081,0,0.648,0.814,4.819,3.995,0,0,1.219,2.7,0,0.41
0,0,0.69,0,0.933,0.543,0.324,0,0,0,1.971,0.533,1.529,1386.894,0.033,0.614,1.843,2.29,0,0,2.219,1.143,0,1.367,0.348,0,0
0,0,0.59,1.386,2.505,1.181,0,0.357,0.51,0,0,0.748,0,135.203,2.067,0.533,0,0.786,0,0,0.829,0,0,1.105,0,0,0.89
0,0.614,0.429,0,0,0,0,0,0,0,0,0,1.362,372.024,0,0.386,2.862,0,2.705,1.005,2.19,0,0.557,0,0.362,0,0.062
0,0,0,0,0,2.333,0,0,0.019,0,0,0,0,421.586,1.771,0,0.248,0.014,0,0,0,0,0,1.852,0.833,0,0.495
0,0,0,1.395,0,0.095,0.51,0,0,0,0,1.319,1.238,1093.145,0,0,2.719,0,0,0,2.505,1.248,0,0,0.286,0,0
0,0,0.862,2.567,0.371,0,0.214,0,0,0,0,0,4.105,614.231,-0.01,0,0,0.933,0,0,0.929,-0.038,0.533,0,1.548,0,0
0,0,0,0,0,3.043,0,0.543,0,0,2.29,0,0,627.174,0,0,0,1.505,0,0,0,0,0,1.762,4.214,1.171,0
1.014,0,0,0.624,1.19,0.643,0,0,0,0.324,0,1.386,0.657,371.415,0.395,0.852,0.59,0,0,1.862,1.81,0.271,0,0.448,1.543,0,1.143
0,0,0,0,3.243,0,0,0,0,0.767,0,0.281,0,234.45,0,0,-0.029,0,0,1.424,0,1.162,0,0,1.471,1.243,0
0,0.914,0,1.248,0,0,1.343,0,0.533,1.138,0,0,0.767,358.186,0.757,1.048,1.648,0,0,1.648,0,0,0.69,0,0.367,0,0
0,0,1.89,1.038,0,0.252,1.852,0,1.229,0,0,1.095,0,210.412,-0.557,0,0.814,2.233,0,0.633,0,0,2.1,0.5,0,0,0
0,0,0,0,0,2.909,0,0.638,0,0,0,0,0.914,2918.2,0,0,0.052,1.252,0,0,5.324,0,0,0.767,1.914,0.152,0
0,0,0,0,2.729,0,0,0,0,0,0,0,0,414.005,0,0,0,0,0,0,0,0,0,0,1.743,1.405,0
-0.029,1.99,0,0.71,0,0.548,1.005,0,0,0,0,0,2.671,340.358,0,4.862,0,0,-0.081,0,0.429,0.386,0.062,0.195,0,0,1.581
0,0,0.081,0,0,0.676,0,1.69,0,0,0,0,0,539.732,1.39,0,1.476,0,1.5,0,1.39,0.362,0,0,0,1.857,0
0,0,0,0,0,0.433,0,0,0.581,0,0.224,1.581,0,520.737,0,1.124,0,0,1.114,0,0,0.386,0,0.338,0,0,0.429
0,0,0,0,0,0.276,0,0,0.657,0,0.252,0,2.138,160.808,0.938,0.005,0,0.557,0.857,0.867,0,0.548,0.39,0,0,0,1.967
0,0,0,0,0,1.429,0,0,0,0,0,0,3.79,314.782,1.162,0,0,0,1.048,0.638,0.319,1.71,0,0.924,0,0,0
0,0,0,1.886,0,0.348,0.81,0,0.643,0,1.305,0.248,0,149.532,1.414,0.229,0,0,0,0,0.886,0,1.571,0.967,0.814,0,0
0,0.99,0,0.5,0,0.424,0,1.557,0,0,1.105,0.338,0,310.035,0.995,0,0.595,0.362,0,0,1.548,0,0,0,0,0,0
0,0,0.495,-0.029,0,0,0,0,0,3.024,0,0,0,246.231,0.895,0,0,0.876,0.31,1.062,0.757,0,0,1.024,1.1,0,0
1.49,1.29,0,0,0,0,0,1.614,0,0,2.443,0,0,423.309,0.2,1.3,0,0.11,0,0.762,0.638,1.043,0,0,0,1.443,0
0,1.629,0,0,1.948,1.867,0,0,0,0,0,0,1.186,2127.571,1.795,1.21,0.219,3.486,0.61,0,3.352,1.381,0,1.348,2.519,0,0
0,0.281,0,0,0,0,0,0,1.305,0,0,0.833,2.448,564.317,0,0.505,-0.01,0,0,0.814,0,-0.029,0,0,0.543,0,0.995
0,0,2.005,0,0,0,0.971,-0.019,0,0,0,0,0,312.944,0,1.029,0,0,0,0,0,0,1.581,0.967,0.638,0,0
3.243,0.948,0.881,1.381,0.657,0,0,0,0,0,2.309,0,0.262,342.91,0,0,0.552,0.357,0.429,0,0,0,0.929,0.686,0,0,0.61
0,0,0,0,1.786,0,0,0,0,0.957,0,1.933,0.657,1478.155,0,0.429,0.252,0,-0.033,0,3.114,0,0,3.424,3.486,1.981,0
0,0,0,0,0.5,0,0,0,0,0,0.833,0.662,0.795,233.245,0,0,0,0.376,0,0,1.938,0,0,0.405,3.757,0,0
0,0,1.438,0,0,1.405,1.2,0,0.014,0,0,0,-0.033,138.684,0.014,0,0,0,0,0,0,0,0,0,0,0,0
1.79,0,0,0,0,0,2.681,0,0,0.09,0,0,1.057,601.655,0.338,1.119,0.857,0,0,0,0.343,0,0.362,0.238,0.567,0,0
0.419,0,0,1.833,0.576,0.524,0.933,0,0,1.952,0.852,0,0,375.715,0,0,0.552,0.61,0,0,0,0.59,0.748,0.7,0.829,0,0
0.5,0,1.043,0,0,1.576,0,0,0,0.014,0,0,0,87.175,0.743,0,0,0.552,0,0,0,0,0,0.41,0,1.529,4.609
0.657,0,0.605,0,0,0,0,0,0,0,0,0,0.981,477.861,-0.029,0,1.505,0,0,0,0,0,0,0,0,0,2.519
0,0.995,0,0,0.652,2.233,0,0.562,0,0,0,0,0,789.405,0.929,0,0,0,0,0,0.41,1.343,0,0.648,0,0,0
0,0,0,0,1.69,0,0.786,0.929,0.638,0,1.138,0,0,311.306,-0.057,0.319,0,0,0.581,0,0.524,0,0,1.362,0.41,0,0
0,1.286,0,0,0.286,1.114,0,0.633,0.986,2.59,0,0.41,1.224,687.178,0,0,0,2.39,0.862,0,1.548,0,0,1.086,0.838,1.643,0
0.652,0,0,0.6,0.733,0.8,0,0,0.886,0,0,0,3.357,290.554,0,0,0,0,0.562,0,1.514,0,0,0,0,0,0.957
0,0,0,4.095,0.757,1.21,0,0,1.162,0.933,0,0,0,300.282,0.529,1.476,0,0,1.424,0,1.081,1.262,0,2.386,0,0.181,0
0,2.49,0.529,0.433,0,1.119,0,0,0,0.529,0.314,0,0,673.74,1.729,1.714,0,0.952,0,0,1.395,0.562,0,0,2.062,0,0
0,0.781,0,0,1.729,1.157,0,0,0.543,0,0,0,1.562,635.921,0,0,0.033,0,0.438,0.624,0.467,1.433,0,0,1.605,0,0.552
0,2.214,0,0.624,0,0,0.005,0,0,0,1.967,0,0,171.103,1.124,0,0,0,0,0.376,0,0,0,1.19,0,0,0.781
2.2,1.662,0,0,1.167,0.429,0.243,0,0,0,0,0,0,817.343,0.438,0.09,0,0,0.01,0,1.824,0,0.4,0,0.695,0,0.567
0,0,0,0.767,1.624,0,0,0,0,0,2.352,0,0,288.868,0.819,1.329,0,0,0,0,0,0,0.348,1.743,0.929,0,0
0,0.229,0,0,0,0,0,0,0,0.21,0,1.676,0,268.811,0.205,0,0.238,0.886,0,0.595,1.167,0.9,0,0,2.638,0,0
0,0,0,0.348,0,0,0,0,0,0,0,0,0.029,4346.142,0.386,-0.162,1.495,0.462,2.214,1.129,9.752,1.386,2.481,2.243,6.709,0.543,0
0,1.162,0,1.1,0,0,0.233,0,0,0,0,0,0,892.738,1.91,0,0,0,0,0,0.019,1.61,0,0,0,-0.01,0
0,0,0.243,0,0,0.814,0,0,0.043,0,1.062,2.852,0,190.955,0.895,0,1.924,0,1.167,0,0,0.805,0,0.005,0.21,0,1.167
0,2.167,0,1.067,0,0,1.029,1.71,0.276,0,0,0,0,1751.651,1.033,2.267,0,1.557,0.176,0,3.748,0,1.029,1.114,4.071,0,0.762
0,0,0,1.633,0.61,0,0,0,0,0.233,0.271,0.605,1.729,829.805,1.31,1.419,-0.029,0,2.129,0,0,0,0,2.433,0.367,0,0
1.11,0,0,0,0,0.471,0.281,0,0,0,0.638,0,0,535.88,1.619,0.324,0,0,1.124,0.776,1.019,1,0,1.176,0,0,0
0,0,0,0,0.886,2.819,0,1.576,0.695,0,0.581,0,1.69,1202.053,0,1.357,0.829,0,0,0.757,4.271,0.743,0,2.829,0.61,0,0
0,0.71,0,1.629,0.605,2.695,0,0,0,0,0,0,0,801.034,1.805,0.819,2.186,1.519,0,0.686,0,0,0,0,1.019,0,0.381
0,0,0,-0.024,0,0.733,0,0.724,0.171,0,0,0.319,1.533,238.754,0.438,0,0,0,0,0,2.138,0,0.3,0,1.652,0,0
0,0,0,0,0,2.019,0,0.852,0.567,0,0,0.681,0,508.151,0,1.229,0,0,0.3,0.476,2.186,0,0,0,0,0,0
0,0,1.257,0,0,1.686,0,0,1.214,0,0,0,1.638,1697.762,0,0.529,0.21,0,0,0,2.943,1.11,1.129,2.695,0,0.176,0
0.333,0,0,1.733,0,1.01,0,0,0,0,1.2,0,0.757,691.164,0,2.781,0,0.805,1.41,0.919,0,0,0.51,1.79,1.033,0.933,0
0,0,0.452,1.343,0.662,2.386,0,0,0,1.057,0,1.348,1.7,1301.442,0.99,1.086,0.51,0.881,0.205,0.276,0.981,0.49,0,1.2,5.486,0,0
0,0.648,0,0,0,0,-0.043,0,0,0,0,1.071,1.424,297.316,0.014,0,0,0.919,0,0,1.338,0,0,0,0,0,3.476
0,0.814,0.757,0,0,0,0,0,0,0,0,0,0,205.745,0.667,0,0,0,1.262,0,1.2,1.662,0,1.857,0.348,1.167,0
0,1.1,0,0,0.752,2.248,0,0,0,0,0,1.138,0,460.623,1.095,0.638,0.576,0.39,0.476,0,0,0,0,1.705,1.781,0,0.681
0.552,0,0,0.386,0,0,0.51,0,0,0,0,0,0.924,1469.626,0.248,1.938,0,0,0.514,2.681,0,0.571,0,0.476,0,0,0
0.09,0,0,1.257,0,0.31,1.262,0,0,0.514,0,0,1.662,2041.772,0.671,-0.148,3.776,0.905,0.262,1.09,5.162,0,0,3.533,2.724,0,0.733
0,0.029,0.738,0,0,1.976,0,0,0,1.738,0,0,0,711.182,0.795,0.695,0.333,0.895,0,0.743,2.171,0,1.181,0,2.09,0,1.024
0,0.843,0,0,0.562,2.838,0,0,0,0,0,0,0,349.991,2.005,0,0.429,0,-0.014,0,0,0,0,3.171,2.005,1.248,0
0,0,0,1.286,1.752,0,1.024,0.7,0.814,0,2.952,0,0.433,203.85,0,0,0,0,0,0,0.805,0,0,0,0.49,0,0
0,0,0,0,0.362,0,1.019,0.01,0,0.733,0.957,1.771,0,264.549,0,0,0.676,0,0,0,0,0,1.605,0.829,2.243,1.314,0
0,1.314,0,0,0.605,0.733,0,0,0,0.905,0,0.862,1.39,250.811,0,0,0,0,0,0.386,0,0,0,0.705,0.31,0,0.657
0,0,1.252,0,0,0,0,0,0.848,0,0,0,0.605,675.711,1.481,0.467,0,1.019,0,0,1.3,0,0,0,0.867,0,0
0,0,0,0,0.224,0,0.01,0,0.805,0,0,1.357,0.171,217.85,1.333,0,0,0.981,0,0.971,0,0.933,0.552,0,2.519,0,0
0,0,0,0,0,1.876,0,0,0,1.833,0,0,0,487.128,0.281,0.805,0.795,0,0,0,1.49,0,1.19,0,0,1.024,0
0,0.186,0,0,1.471,0,0.524,0,0,0,0,0,0.338,1511.164,1.033,2.181,1.405,1.29,0,0,2.733,0.819,0.043,0,1.486,0.638,0
0.576,0.762,0,0,0,2.124,0,0,0,0.681,0,0,0.324,261.378,0.614,0,0,0,0,0,0,0,0,1.281,0.6,0,2.829
1.552,0,1.224,0.586,2.119,0,0,1.205,0,0,0,0,0,835.166,0.657,0.8,0.333,0,0,0,0.438,0,1.619,0.238,0.8,0,0
0,3.109,0,0,1.452,0,0,0.676,1.543,0,0.567,0,0,441.962,1.01,0.257,0.533,1,0,0,0,0,0,0,1.324,0.414,0.186
1.586,0,0,1,0.695,0,0.776,0,0,0.033,0.033,0,0,508.756,1.71,0,0.576,0.257,0.767,0.167,1.829,0.329,0.524,0,2.267,0,1.71
0,0,0,0,0,1.186,0,1.052,0,0,0,0,0,109.575,0.31,0.262,0.395,0,0,0,0,1.057,0,0,0,0,1.238
0,0,0.924,0.848,0,2.067,1.329,0,0,0.262,0,0.2,1.867,1449.127,2.681,0,0.867,0,0,0,1.581,0,0.548,1.09,2.648,0,1.576
0.757,0,0,0,0,1.348,0.424,0,0.624,1.5,0,0,0,1737.499,-0.105,1.486,0.467,0.833,1.371,0,4.495,0.714,0,0,4.605,0,0
0.352,0,0,0,0,0,0,0,0,0,1.224,1.229,3.29,1920.826,0.286,1.371,1.062,0.352,-0.005,0,0,0.348,0,1.248,1.69,0,1.295
0.862,0,0.01,0,0.852,0,0,0,1.576,0,0,1.333,0,134.732,1.557,0,0.205,0,0,0.862,0,0,0.386,0,1.667,0,0
0,2.186,0,2.043,1.143,0,5.024,0.31,0,0.843,0,0,0.595,1378.408,0.995,0.8,1.338,0,0.867,0,0.986,0,1.571,3.152,0,1.071,1.124
0,0.819,0,1.467,0,1.762,0,0,0,0,1.919,0,1.005,1759.728,1.352,2.324,0.971,0,0.938,0,0,0,0,0,1.462,0,0
0,1.229,0,1.252,0.448,0,0.8,0,0,0.614,0,0,1.919,567.098,0.495,1.438,0,0.871,0.971,0,0,0,1.933,0.995,1.757,0.481,0
0,0.729,1.081,0,0,0,1.7,0.79,0,0,0,0,0,638.164,1.19,0.6,0.267,1.357,0,0,0,0,0,0,0,0,0
0.562,0,0,1.186,0,2.052,0,0.005,0.757,0.514,0,0,0.014,793.839,0.338,0.524,0.914,0.724,0,0,0,0,0.252,0,0.01,1.143,1.433
0,2.186,0,0,3.852,4.105,0.038,0,0,0,0,1.629,0,567.632,0,1.114,0,0,0,0,0,0,0,0,6.495,0,0
0,0,0,0,0,0,0,0,0.576,0,0,0,2.343,391.557,0,0,0,0,2.371,0,1.143,1.21,0,2.714,0.471,0.452,0
1.01,0,0,0,0.667,0,0,0,0.014,0,0,0,0.019,535.718,1.452,2.038,0.448,0,0,0,0,0,0.976,0,1.381,0,0
0.814,0,0,0,1.186,2.019,0.062,0,0,0.581,0,0,0,505.128,0,0,1.9,0,1.371,0,0,0,0,0,3.243,0,1.214
1.305,0,0,1.338,0,0,0,1.076,0,0,1.476,0,1.895,788.148,2.924,1.19,0,0,0.238,0,2.238,0,2.957,0,4.629,0,0
0,0,0,0.781,0,0,0.557,0,0.352,0,0,0.186,0,505.504,0,1.695,0,0,0,1.643,1.01,0,1.81,0,0,0.49,0
0,1.424,0,0,0,0,0,0,0,0,1.862,0,0,120.113,0.476,1.419,0,0,0,0.59,1.229,0.848,0.376,1.571,1.071,0,0.552
0,0,0,4.586,0,1.052,0,0,0,0,0.476,0,0,128.613,0,0,0,0,0.533,0,0,0,0,0,0.048,0,0.852
0,0,1.381,0,1.952,0,1.557,0,0,0,0,0,0,237.888,1.476,0,0,0,0,2.157,0,0,0,0,0,0.171,1.41
0,0,0,1.562,0,0.69,0.8,1.238,0,0,0.329,0,0,622.86,0,1.4,1.09,0.062,1.171,0,1.89,0,0.714,0,0.829,1.457,1.329
0,0,0,0,0.676,2.395,0.862,0,0,0,2.095,0,0,412.995,0,0,0,0,0,1.019,0,0.219,0.857,0.643,2.419,2.648,0
0,0,0,0,0,0,0,0.362,0,2.195,0,1.114,1.605,261.64,0.743,0.348,0.938,1.129,0,0.79,1.5,0.805,0,0.548,1.129,0,0
0,0,1.214,0,0,1.733,0,0.962,0,0.8,0,3.362,1.41,252.207,0,0,0.376,0.057,0.705,0,0.505,0,0,0,1.295,0,1.086
0,0,0,1.59,0,0,0,0.638,0.176,0,0,0,1.69,105.632,0,0.262,1.029,0,0,1.467,1.733,0,0,0,0.857,0.148,1.952
0,0,2.429,5.233,1.99,2.219,0.076,0,0,0,0,0,1.548,600.531,0,0,0,2.295,0,2.129,0,0,0,-0.014,0.162,0,0
0,0.776,0,0,0.381,0.31,0.6,0,0,0.557,0,0,0.833,298.773,1.49,1.552,0,0,0.51,0,0,0,1.295,0,0,0.938,0
0,0,-0.024,0.657,3.305,0,0,0,0,0.571,0,0,0,261.126,-0.01,0,0,0,0,0.91,0,0,0,-0.01,2.257,0.519,0.324
4.709,0,0,0,0.557,0,0,0,0,0,0,0,0,1155.858,0.919,0.014,0,0,0.995,0.929,0,3.195,0,2.738,2.386,0.833,1.186
0,0,2.324,0,0.324,0.714,0,0,0,0,0.262,0,0,650.331,0,0,0.671,0,0,0,2.095,0,0,0,0.995,0,0
0.414,0,1.462,0,0,0,0,0.605,0,0.948,0.614,0,0,666.388,0,0.843,0.557,0.405,0,0,0,0.619,0,2.167,1.938,1.195,0
0,0,0.467,0,0,0.476,0.281,0.752,0.033,0,0.629,0.61,0,75.971,2.205,1.271,1.019,0,0,0,0.524,0,0,0,0,1.167,0
0.367,0,0,0.586,0,0,0,0.843,0,0,0.195,0,1.529,1726.433,0.838,1.41,2.348,0,0.643,0,1.705,0.533,0,1.724,2.905,0,0
-0.014,0,0,0,0,0,0.829,0,0,0,0,0,0.69,1223.958,2.219,0.757,2.224,1.21,0,0,0.186,0.781,-0.01,0,2.548,1.4,0
0,0,0,0,1.029,0,0.848,0,0,0,0,0,0,109.189,1.562,0,0,0,0.019,0,0.005,1.624,0,0.767,0,0,1.871
0,0.319,0.886,0,0,1.357,0,0,0.224,0,0,0,0,636.16,0.214,0,0,0,0,0,0.129,0.257,0,1.914,0,0,0
0,0,0.262,0,0.467,0.676,1.448,1.076,0,0,0,0.267,-0.029,417.371,1.576,0,0,1.957,0,1.248,0.71,0.505,0.329,0,0,0,0
0,0,0,0,0,0.981,0,2.919,0,0,0,0,0,202.602,1.814,0,0.695,0,0,0,0,0.919,1.238,2.109,0.814,0.71,0
0,0.529,0,2.033,0,1.971,0,-0.038,0,0,0.076,0,0,149.551,0,0.771,0,1.281,0,1.381,0.91,0,0.7,0,0,0,0
0.805,0,0,0,0,1.305,0.238,0,0,0,0,0,0.595,363.039,0.857,0,0,0,0,0,1.795,0.524,0,0,1.067,0,0
0,0,4.257,0,0,0,1.719,0,0,0,1.224,0,0,622.893,0.8,1.157,0,0,1.652,0.552,0,1.1,0.767,1.086,3.414,0,1.538
1.829,0.671,0.495,0,0,1.695,0,0,0.814,0.429,0.067,0,0.162,1069.259,0,0,1.476,2.01,0.29,0,0,0.814,0.457,0.41,1.148,0,0
0,0,0,0,0,0,1.005,0,0,2.01,0,0,0.4,675.821,0.019,1.305,0.6,0,1.729,0,1.371,1.814,0.957,0,1.938,0,0
0,0.124,0.905,0,0,1.705,0,0.99,0.719,0,2.081,0,-0.057,1884.783,1.038,-0.371,0.319,0.486,1.976,0,2.029,0,0,0.567,4.776,2.295,0
0,1.071,0,-0.024,1.086,1.376,0,1.238,0,0.314,0.381,0,0.686,1211.458,0.952,0,0,0,0,0,1.838,0,0,2.205,1.295,0,0
0,2.795,0.548,1.129,0,2.648,0,0,0,0.314,0,-0.024,0,182.96,2.376,0.038,-0.038,0,0.395,0,0.886,0,0,0,0,0,0
0,0,0,0.395,0,0,0,0,1.4,0,0,0,0,863.433,2.69,0,0,0.286,0,0,0,0.229,0,4.076,5.162,0,0.895
