25Mg,55Mn,59Co,60Ni,65Cu,66Zn,88Sr,90Zr,93Nb,95Mo,107Ag,109Ag,139La,140Ce,141Pr,143Nd,146Nd,147Sm,149Sm,153Eu,157Gd,159Tb,182W,206Pb,208Pb,232Th,238U
0,0,0,0,2.538,1.176,0,0,0,0.59,0,0,0,650.34,0.657,0,0.352,1.005,0,0,0.657,0,0,2.919,2.281,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,717.535,0,0.176,0,0,0,0,0.781,0,1.552,1.543,0.314,0,0
0.876,0,0.443,0,0,1.4,-0.024,0,0.438,0,0,1.09,0,126.351,0,0,0,1.057,0,1.157,0.862,1.49,0,0,0.5,0,0.867
0.3,0,0,0,1.571,1.838,0,0.643,0,0.724,0.743,0,0.895,124.827,0.686,0.924,1.462,0,0,0,0.557,0,0,0,0,0.848,0
0,0,0,0.981,0,0,0,0,1.176,2.01,0.152,0,0,18.247,4.148,0,0,1.648,0,0.348,1.357,0,0,0,1.271,0,1.786
0,1.452,0,0,0,0,0.705,1.719,0,0,0,1.3,0,1409.941,0,0,0,-0.014,0,0,0,0,0.319,0,2.248,0,0.99
0,0,1.338,0,0,0,2.186,0.438,0,0,0,1.529,0.624,322.087,0.933,0,0,1.643,0,0,1.895,0,0,0,0,0.533,3.257
0,0,0,0,0.438,0.386,0,0,1.229,0,0.31,0,0,138.279,0,0.176,0,0,0.433,0,0,0,0,0,0,0.671,0
0,0,0,0,2.2,0,0,0,0,0,0,1.486,4.138,476.48,0.59,0.929,1.138,0,0,0,2.038,0,0,0,0.9,0,0
0,0.01,2.086,0,0,0,0,0.524,0,0,2.281,0,0,144.817,0.49,0,0,0,1.767,0.267,0.919,0.438,0,1.795,2.1,0.752,0
0,0,0.667,0.005,0,0,0,2.49,0,0,0.367,-0.014,0,1529.183,-0.39,1.367,0,0.529,2.219,0,1.205,0.3,0.371,1.043,2.529,0.343,0.829
0,0,0,0,0,0,0,0,1.562,0,0,0,0,546.275,0.695,0,1.948,1.614,0,0,0.748,0,0,0,1.452,0,0
0,0,0,0,0,0,0,0,1.033,0.514,0,3.519,0,1380.018,0,1.61,0,0,0,0,1.681,0,0,0.61,0,0,1.186
0,0.662,0,0,0.981,0.933,0,2.095,0,0,0,0.124,0,1292.552,0,0,2.729,0.919,0,2.786,0.929,0,0,1.462,0,0,0.205
0,1.043,0,0.6,0,0,0,0.405,0,0,0.462,1.4,0.176,450.776,0,0.41,0.581,0,0.786,0.257,0,0,0,0,2.848,0,0.767
2.1,4.476,0,0,1.248,0,0.386,0,0,0,1.1,0.829,0,100.685,0.429,0,0,0,0.59,0,1.705,0,1.086,0,0,0,0
0.519,0.938,0,0,1.824,0,1.514,0,0.338,0,0.519,0,0.148,105.723,0,0.929,0,0,0,0.995,0,1.743,0,0.729,0,0,0
0,0,0,0,1.09,1,0,0,0.538,0,0,0,0,467.266,0,1.248,0,0,0.967,0,2.067,0,0,0.59,0,0,0
0,-0.038,0,0,0.462,0,0,0,0,0,0,0,0,394.967,1.61,0.867,0,0,0,0,1.671,0.476,0,0.714,4.281,0,0.186
0,0,0.405,0.314,0,0,0,0,0,3.752,0,0.681,1.114,351.901,1.61,0,1.571,0,0,2.714,1.971,0,0,0,0,0.438,0
-0.038,0,0,0,0,0,0,1.09,0,0,0,0,1.043,3068.18,1.757,-0.01,-0.181,0.752,1.752,0,4.309,0,0,0,2.357,0.933,1.552
0,0,0,0,0,0,0,0.652,0.086,1.167,0,0,0,503.28,1.348,0.019,0.471,0,0.414,0,0,0.943,0.01,1.043,0,0,0
0,0,0,0,0,0.714,0,1.91,0,0.805,0,0,2.557,203.326,1.914,1.305,0,0,0,0,0,1.876,0,0.362,0,0,0.576
0,0,0,0,3.1,0,0,0.629,0,0,0,0,2.471,665.307,2.652,0,0,0.829,0,0,1.243,1,0,0.819,0,0.862,0
0,0.49,1.01,0.448,0,1.676,1.252,0,0,0,1.048,0.405,0,590.636,0.057,0.09,0,0.452,0,0,1.395,0,1.49,1.148,0,0,0
0,0,1.643,0,0,0,0,0.433,0,0.962,0,0,1.262,521.499,0,0,0,0,0,0,1.71,0,0,0,1.033,0.467,0.719
0,0,1.067,0.657,2.071,0.829,0,0,0,0,0,0,1.605,2011.577,0,-0.205,2.424,0,0,0,0,0,0,1.486,2.486,3.009,0
0,0,0,2.943,0.295,1.843,0.729,0,0,0.49,2.086,0,0.233,588.836,0,1.348,1.952,0.59,0,1.424,0,0,0.867,0,0,0,0
0,0.8,4.109,0,0,1.171,0,0,0,0,0,0,0,524.427,0,0.648,0,0,0,0.514,2.019,1.257,0,0,0,0,0
0.005,0,0,0,0,0,3.424,0,0,0,0,0.948,0.505,575.07,0,0.519,0,0,0.686,0,2.224,0,0,0,2.905,0,0.819
0,0,0,0,0,0,0,0,0.214,0,0,0,2.348,324.911,0.557,0.195,0.49,0,1.129,0,0,0,0,1.705,3.576,0,0
0,1.171,0.719,0,0,0,0,0,0,0.438,0,0,0,340.71,0,0.738,0,2.852,0,0.962,0,0.167,0,1.362,0,0,0
0,0,0,1.357,0,0,0,0.267,0.69,0,0,0.148,0.481,283.273,-0.967,1.514,1.114,0,0,0.024,5.024,0,0.976,0.781,-0.043,0,0
0,0,0,0,0.829,2.157,0,0,0.586,0,0,0,1,551.532,1.019,1.29,2.252,0,0,0.838,1.848,0.524,0.386,1.61,0,0.619,0
1.476,1.09,1.276,0,1.271,0,0,0,0.695,0,0,1.952,2.809,2916.3,0,0.019,1.671,2.148,1.433,0,1.438,1.567,0,3.029,1.162,0,0
0,-0.014,0,0,0.857,0,1.186,0,4.348,0,0.352,0,0,813.948,0.829,1.976,0,1.162,0,0,0.362,0,1.233,1.005,5.795,0,0
0.386,0,3.162,0,0,0.243,0.614,0,0,1.305,0,0,0,123.48,0.41,0.633,0,0,0.476,0,0,2.081,0.495,0.457,0,0,0
0,0,1.2,1.095,0,0,0,0,1.2,0,0,0,0,250.088,2.495,0,0,0,0,0,1.514,0,0,0.629,0,0,0.943
0,2.495,0,0,0,0,0,0,0,0,0,0,-0.01,878.509,1.267,0.405,0.995,1.29,0.971,0.319,1.995,0.771,0,1.081,1.852,0,0.452
0,0,0.514,0.91,0,0,0,0,0,0,0,0,0.31,768.463,0,0.71,0.562,0,0,0,0,1.61,0,-0.029,0.767,0.981,0
0,0.281,0,0,0.043,0.952,0,0,1.971,0,0,0,3.748,268.821,0,1.067,0,0,1.376,0,2.776,0,1.605,1.129,0.686,0,0.39
1.014,0,0,0.295,0,0,0,1.314,1.948,0,0,0,0.424,267.135,1.81,0,0,1.162,0,0,0,0.5,0,0,0,0,0
0,2.309,0,0,0,1.3,0,0,0,0,0,0.924,0,1081.164,1.481,0,-0.357,0.052,0.524,1.2,1.724,0,0,0.329,1.048,2.624,1.962
0,0,0,0,0,4.824,0.719,0,0,0.652,0,0,0,158.893,0,2.467,0,0,0.924,0,0,0,0,0,0,0,0
0,0,0,0.71,0,0,0,0,0,0,0,0.681,0,316.858,0,1.652,0,0.643,0,1.186,0,0,0,0.495,1.124,2.257,0
0,-0.005,0,1.267,0,0,0,0.805,0,0.948,0,0.929,0,371.905,2.205,0,0.6,0,0,2.095,0,0,0,0.79,0.652,0,0
0,0,0,1.005,0,2.286,0,0,0.471,0.576,0.567,0,0,380.31,0,0,0,0,0,0.681,6.967,0,0,0,3.4,0,0
0,0,0,0,0,0,0.281,1.443,0,0,0,0,0,520.685,0.771,0,0.4,0.752,0,0,0,1.786,0,0.8,0,0,0
0,1.619,3.129,0,0,0,0,1.476,0,0,1.876,1.324,0,499.142,0.629,0,0,2.724,0,0.776,3.952,0,0,0,2.976,0,0
0,0.157,0,0,0,0,2.69,0,0,0.695,0.752,0,0.281,210.607,1.343,0,0,0.748,0,0,0,0,0.743,0.457,0,0,0
0,0,1.69,0,0.833,1.138,-0.029,0,0,0,1.081,1.338,0.867,823.248,1.195,0,0.829,0.695,0,0,0,0.224,0,0,1.224,0.676,1.31
0.776,0,0.929,0.771,0,1.419,0,0,0.481,0,0,1.357,0,739.763,0.195,1.09,2.076,0,0.862,0,3.676,0,0,0,1.495,0.862,0
0,0.943,0.552,0,0,3.433,0,0,0,0,0.257,0,0.338,833.91,1.319,0,0,0,0,0,1.51,0,0,0,4.467,0.957,0
0,0,0.267,0.5,0,1.186,0,0,0,0,0,0.381,0,550.832,2.362,0.238,0,0,0,0,1.181,0,0,0.657,2.148,1.2,0
1.552,1.219,0,0,0,1.867,0,0,0.914,0.757,0,0,2.171,273.497,0.767,0.557,2.276,0,0,0,0,0,1.357,0,0,0,0
0,0,1.029,0.405,0,0.629,0,0.914,0.748,-0.005,0,0.871,0.457,225.307,1.405,1.69,0.548,0,0,0,0,0,0,1.638,0.348,1.471,0
0,0,0,1.162,0,0,0,0,0,0,0,0,0,329.515,0,0,0,0,-0.043,1.614,0,0,0,0,3.724,1.548,0
0.867,2.848,0.386,0,0,0,0,0.676,0,0,0,0,0.781,44.747,3.048,1.952,0,0,0,0,0.5,0,0,0,0.195,0,0
0,0,0,0,0,0.771,0,0,0,0,0,0,0.829,820.572,3.048,0,0,0.095,0,1.514,1.729,0,0,0.89,0.367,0,0
0.943,0,0,0,0.929,0,0,0,0,0,0,1.824,0.171,641.312,0,0,1.995,0,0.533,0.69,1.667,1.862,1.948,0,4.724,0,1.862
0.943,0,0,0,0.929,0,0,0,0,0,0,1.824,0.171,641.312,0,0,1.995,0,0.533,0.69,1.667,1.862,1.948,0,4.724,0,1.862
0,0,0,0,2.462,0,0,0.729,0,0,0,0,0.338,761.325,4.843,0.033,0,0.576,2.6,1.757,0,0,0,0,1.433,0,0
1.59,0.595,0.924,1.571,0,0.533,0.886,0,0.648,0.438,0,0,0,170.846,0.514,0,0.648,0,0,1.395,0,0.748,0,0.557,0,0.795,0
0,0,0,0,0.99,0,0,2.757,0,0,0,0,3.024,1151.244,0.048,0.914,0.733,0.686,0,2.219,1.09,0,0,0,1.567,0,0
0,0,0,0,1.195,0.833,0,0,0,0,0,0,2.443,334.81,0,0,0,0.014,0.281,2.005,0,0,0,0,0,0,0
0.724,0,1.024,0,1.257,0,0,0,0,0,0,0.557,3.143,204.164,1.295,0,0,1.919,0,0,0,0,0.924,5.143,1.557,0,0.386
1.452,0,0,0,0,0.881,0,0,0.214,0,0.038,0.648,0,213.526,0.562,0.824,0,0,2.557,0,1.429,1.362,0.629,3.019,0,0,0.91
0,0,0,0,0,0,0,0,2.114,0,0,0,0,323.082,0,0.581,1.695,0,0,0,0.386,0.786,0,1.31,1.881,2.205,0
0,0,1.381,0,0,0,0.9,0,0,0,1.067,0,0,1598.206,0,0,0,2.248,0.371,0,0.529,0.786,0,1.038,0.976,0,0
0,0,0,0,0.671,0,0,0.724,0,3.371,0.457,2.829,1.343,414.557,0.219,2.39,0.462,1.367,0,0.79,0.643,0,0,0.543,0,0,1.614
0,0,0.414,0,1.09,3.329,0,1.329,1.033,0,5.614,0,0,384.505,-0.129,0,0.838,0.871,0.51,0,1.224,0,0.248,1.405,0.476,0.019,2.633
0,1.171,1.152,0,0,0,1.767,0.5,1.962,0,0,0,0,996.274,0.243,1.048,0,1.81,0.605,0,0.49,1.795,1.067,2.833,8.457,0,0.371
0,0.552,0,0,1.771,1.062,0,1.4,0,0.614,0,0,0,1448.431,1.895,1.138,0,1.967,0.89,0.595,0.971,0.443,1.719,2.414,1.986,0.714,0
0,0,0.086,0,1.81,1.371,0,0.038,0.743,0,0,0.219,2.938,1574.406,0,0,0.971,0.476,1.329,0.8,1.524,0,0,0,3.338,0,1.948
0,0,0,0,1.019,0.824,0.79,0,0,0,0,0,0.933,194.522,0,0,1.186,0,1.381,0,0.795,0,0,0,0,0,0
0,0.376,0,0,0,0.643,0.786,0,0,0,1.829,0,0,926.461,3.905,0,0,0.948,0,1.7,0.667,0,2.19,0,4.481,0,0
2.309,0,0.452,0,0,0,0.624,0,0.4,0,0,0,0,266.23,0.248,0,0,0.443,0.919,0.433,0,0.895,0,0,0.9,0,1.043
0.281,0,0.257,0,0,0.171,1.129,1.195,0.605,0,0.567,0,0.552,1101.654,0.686,0,0.719,0,0,0,2.205,0.767,0,1.624,1.5,1.433,0
0,0,0,0,1.633,1.295,0,0.748,1.162,0,0.79,0,3.686,1762.694,0.471,1.5,0,0,0,0,0,0.629,0,0,6.843,0,0
-0.067,0,0,0,0,2.538,0,0,1.376,0,0,0,10.076,11890.071,0,-0.29,0.633,-2.343,-2.033,0.076,1.029,-0.1,1.452,0.614,1.543,0,0
0,0,0,1.271,0.819,0.486,0,1.3,0,0,0,0,0.676,616.126,0,1.243,-0.048,0,0,0,5.952,0,0,1.124,0.571,0,0
1.929,0,4.362,2.119,0,0,0.252,0,0,0,0,0,0,386.672,2.371,0.029,1.224,0,0,0,1.552,0,0,0.086,0,0.562,0
0.9,0,0,0,0,0.867,0,0,0,0,2.171,1.09,2.281,275.354,0,0,0,0,0,0.4,2.486,0,0.281,0.833,1.224,0.79,0
1.69,0,0,2.409,0,1.357,0,2.424,0.429,0,0,0,0,732.987,-0.09,1.143,0,0,0,0.343,0.367,0.681,3.857,0,0,0,0
0.819,0,0,0,0,0,0,0.662,0,0,1.029,0,1.267,285.006,1.352,0,1.857,0,0,0.052,0.867,0,0,0.514,0.176,0.829,2.552
0,0,0,0,0,2.609,0.557,0,0.838,1.424,0,0.533,0,250.602,0,3.133,0,0.819,1.105,0.481,0,0,0,0.514,0.114,0.924,0
0,0,0,0.51,0,0.533,0,0,0.462,0,0,0,1.657,1008.37,2.576,0,0.219,0,0,0,0,0,0,0.452,0.124,0.133,0
1.129,0,0,0,0,0,0,1.052,0.914,0.467,0,0.462,0,398.557,0,0,0,0,1.248,0,0,2.005,0,0.8,1.595,0,0
0,1.195,0,0,0,0,0.381,0.914,0,0,0,0,1.267,283.23,0.295,1.076,0,0.281,2.586,0,0,1.067,0,1.195,0,0.733,0
0,0,0,0,0,0,0,0,0,1.262,0,0,0,647.959,0.329,0.81,0,0,1.124,0,0.857,0,0,2.133,0.59,0,0.7
0,0,0,0,0,1.695,0,0,0,0,0,0,0,277.211,0.01,0,0,0,0,1.857,0,0,0,0,0.686,0,2.086
0,1.233,0.857,0,0,1.424,0,0,0,0,0,0,0,1471.003,1.567,0,0,0,0.238,0,0.79,1.605,1.781,0.381,4.409,0,0
1.119,0,0.248,1.105,2.49,2.581,0,0,0,0,0,0,0,331.796,1.371,0,1.767,0,2.295,0,0,0,0.629,0,0.786,0,0
0,2.748,0.729,0.357,3.067,1.99,0.976,0,0,0,0,0,1.019,1977.115,0.481,2.105,0,0.914,0.805,0,2.329,0,1.867,0.933,3.348,0,0.414
0,0,1.362,0,0,2.752,0,-0.005,0,0,0,0,0.105,305.016,0,0,0,0.886,0,0,1.552,0,0,0.686,0,0.91,0
0,1.871,0.971,0,0,0.848,0.005,0,0,0,0.99,0,1.305,2109.442,2.309,0.214,1.171,0.186,0,0,3.129,0,0,0,2.043,0,0
0,0,0,0,1.124,0,2.352,1.576,0,0,0,0,0,955.218,1.029,1.171,0.781,0,1.276,1.824,1.91,0.552,0,0,0,0,0
0,0,1.229,0,0,0,0.39,0,0,0,0,0,0.252,497.042,1.314,0.61,0,1.371,0,0.729,0,2.3,0.81,1.4,0.862,0,0.533
0,0,0,0,0,0,0,0,0,0,1.119,0,0.205,622.241,3.762,1.771,1.938,0,0,0,1.014,0,0,0.171,4.271,0,0
0.233,0,0,0.357,0,0.524,0,1.49,0,0,0,0,0,118.065,0,1.157,0,0,0,0.319,0,0,0,0,0,0,0
0,1.095,0,0,0,1.929,0,0,0,0,0,0,0.814,1768.885,0,2.286,0,0.543,0,0,3.652,1.233,0,1.967,4.319,0,0
0,0,1.276,0.262,1.105,0,0.286,0,0,0,0,0,0.624,623.331,0,0.705,0,0.31,0,0.981,0.848,1.162,0,0.31,3.619,0,0
0,0,0,0,0,0,0.038,0,0,0.6,0,0,0,183.612,0,0,0,0.267,0.81,0,0,0.605,0,0,0,0,0
0,0,0.033,0.467,0.519,0,0,0,0,0,0,0,0,496.037,0,0,0,0,2.238,0.976,1.41,0,0,1.214,0.271,0,0.314
0,0,0,0,0,0,0.543,1.629,0,0,0,0,0,358.482,2.909,0.871,0.91,0,0,0,0,0,0,0.781,0.776,0,0.624
0,0.533,0,0,0,0,0,0,0,0,0,0,0,149.203,0,0,0.505,0,0,0,0,0,0,0,0,0,0
0,0,0.605,0,0,0,0,0.519,0.467,0,0.862,0,1.352,490.499,0.81,0,0.243,0.448,0,0,3.667,0,0,1.495,0.571,0.895,0.552
0,0,0,0.614,0.629,0,0,0.381,0,0,0,0,0.838,196.417,0.648,0,0,0,0,1.281,0,0,0.581,1.51,1.519,0,0
0,0,0,0,0,1.671,0,1.105,0.262,0,0,0,0,234.45,0.319,0,0.967,0,1.748,0.957,0,0,0,0,0,0,0
0.1,0,0,1.71,0,1.662,0,0.819,0.424,0,0,0,0,125.941,1.529,0,0,0.224,1.305,0,0.276,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.819,0,0,0.9,0,2325.155,0,3.476,0,0.29,0,0,1.714,3.948,0.852,0.2,2.119,2.019,0.386
0,0.476,0,0,0,1.624,0.71,0,0,0,1.362,1.31,0,944.885,1.19,2.186,0.49,0,0,0.524,0.919,0.224,1.167,0,0,0.952,0
0,2.767,0,2.819,0,0,0.629,0,1.943,0,0,0,0.029,1642.896,0.29,0.424,0,1.005,0,0,4.067,0,0,0,0,0,0.914
0,0,0,0,0,0.5,0,0,0,0,0,0.705,0,269.273,0.657,0,1.038,1.057,0,0.41,0.376,0,0,0.41,0.49,0,0
0,0,2.348,0,0,1.167,0.69,3.309,0,0,0.929,0,0,1184.091,0,1.548,-0.11,0,0.671,-0.033,0.333,0,0,3.181,2.1,3.114,0
1.148,0,0,0,0,0,0,0,0,0,0.395,0,0,1161.03,0,0,2.99,0,1.41,0,3.948,0,0.271,1.49,1.205,0,1.433
0,0.129,0,0,0,0,0,0.386,0.505,0,0,0,0,624.022,1.171,0.743,0,0,2.762,0,0.419,0.71,0,0,7.067,0,0
0,0,0,0,0,0,1.781,1.038,0,0,0,0,1.114,234.697,2.224,0,0,0,0,0,0,1.41,0,0,0.214,0,1.038
2.224,0,0.052,0,0,0.457,0,0,0,0,2.29,0,0,535.884,1.643,1.367,0,0,0.4,0,1.176,0,0,0,1.814,0,0
0,0,0,0,0,0,0,1.243,0,0,0,2.538,0.595,236.993,0.576,0,0,0,0,0,0.829,0.067,0,1.805,2.905,0,0
0,0,0,0,0,1.624,0,0,0,1.333,0,0,0,946.046,0,0.962,0,0,0,0,0,0,1.514,0.771,1.867,0,0
0,0.262,0,0,0,1.981,1.181,0,2.295,0,0,1.543,0,143.656,0,0,0.824,0,0,0,0.714,0,0,0,0,0,0
0,0,0,0,2.424,1,0.238,0.595,0,0,0,0.471,0,131.146,0,0.343,0.619,1.438,0,0,0,1.41,0,0,2.733,1.867,0.481
0,0.705,0,0,0,4.686,0.386,0,0,0,0,0,0,277.773,0.419,0,0,0,0,0,1.443,0,0,0.819,2.462,0,0
0,1.124,0,0,0,1.481,0,0.738,0,0,0,0,0,289.187,0.271,0,0,0,0,0,0,0,0.024,0,0,0,0
0,0,0.429,0,1.99,0.257,0.624,0,2.176,0,0,0.281,0.867,285.321,2.957,0,0,0,0,0,0,1.29,0,1.443,1.01,0,0.605
0,0,1.89,0.138,0,0.705,0,2.724,0,0,0,0.471,1.281,146.713,0.967,0,0,1.31,1.543,0,0,0,0,1.252,2.6,1.49,0
0.51,0,0.014,0,0.676,0,0,0.219,0,1.286,0,0,0.257,792.777,0.652,0.619,0,0.862,0,0.89,0.148,0,0,0,0,0,0
0,0,0,0,0,0,2.229,0,0,0,0,0,0.324,598.988,0,0.557,0,1.367,0.557,0.543,0.8,0,1.319,0,0,0.595,0
0,0,0,0.524,0,0,2.686,0.576,0,0.748,0,0.59,1.51,420.229,0,0,1.924,0,0,0,0,1.305,0,0.524,0,0,0.767
0.952,0.881,0,0,0,1.048,1.367,0,0,0,0.929,0,5.195,1217.11,0,0.667,0.148,2.633,1.405,0.405,0,2.114,0,0.438,0.752,0,0
0,1.41,0,1.5,0,2.929,0,1.533,0.643,0,0,0,0,419.624,0,1.438,0,0,0.229,0,0,1.881,0,0.638,2.048,0,0.39
0,1.919,0,0,0,0.167,0,0,0,0.681,0,0,0.286,1802.908,0.243,0,1.957,0.219,0,0.462,0,0,0.471,2.048,2.281,0,0
0,0,0,0,0,0,0,0,0,0,1.281,0,0,117.699,-0.024,0,0,0,1.167,0,4.162,0,0,0,0,0,0
0.386,0,0,0,0,0,2.105,0,0.948,0,1.519,0.786,0,251.154,0,1.324,0,0,0,0,0.495,0,5.014,0,0,0,1.981
0,0,0,0,0,1.648,0,1.929,0,0,0,0,0,313.211,0.905,0.452,0,0.543,0,0.552,0,0,0,3.324,1.438,0,0.019
0,0,1.224,0.59,0,1.476,2.233,0,0,0,0,0,0,773.81,0,1.333,0,0.529,0.819,2.109,2.971,1.181,0,1.795,0.781,2.305,0.476
0,0,0,0,0.395,1.024,0,0,0,0,0,0,0.533,156.851,-1.771,0,0.6,1.11,0,0,0,0,0,0.595,0,0.905,0.89
0,0.938,0,1.176,0,1.562,0,0,4.152,0,0.319,0,2.076,373.362,0.657,0,0,0,0,0,1.21,0,1.3,0,1.219,0,0
0,0,1.076,0.652,0.014,0,0,1.557,0.371,0.671,0.986,3.029,0,422.914,1.481,0.043,0,0,0,0,3.133,0,1.11,1.548,0,0,0
0,0,0,1.671,0,1.286,0,0.576,1.467,0,0,0,1.529,6584.554,0,-2.576,0.552,1.314,1.143,0,9.69,1.943,0,0,0,0,3.062
1.248,0,0,0.848,0.605,1.529,1.281,0,1.719,0,0.219,0,0,281.14,0.486,0,0,0,1.162,0.862,0,0.643,0,0,2.857,0,0
0,0.643,0,0,0,0,0,0,0,0,0,0.452,0,352.186,0,0,0,0,0,0,0,0,0.743,0,0,1.067,3.095
0,5.452,2.781,2.576,0.89,0,0,0.971,0,0,0.752,0.724,0,107.356,0,0,0,0.686,0.305,-0.005,0,0,0,0,1.152,0.748,0
0.271,0.876,0,-0.048,0,0,1.852,1.852,0,0,1.21,0,0,211.64,0,0,0.581,0,0,0,0.605,0,0.019,0,1.429,0.395,0.91
1.205,0,2.267,2.995,0,0,0,0,1.486,0,0,0,0,439.128,4.229,1.357,0,0,0,0,0,0,0,0,0.381,0,0
0,0,0,1.157,0,0,0,0,0,1.486,0,0.01,0,248.183,-0.014,0,0.571,2.262,1.171,0,2.038,0,0,0,0,0,0
0,0,0,1.062,0.524,0,0,0,0,0,0,0.6,0.69,581.603,0,4.371,0,0.014,0.41,1.033,0,0,0,1.824,1.167,0,0
0.486,2.9,0,0,0,0.49,0,0,0,0,0,0,1.943,60.676,1.214,0,-0.052,0,0,0,0,0.595,0,0.314,2.614,0,0.462
0,0,0.31,0,0.614,0,0,0,0,0,0.424,0,0,435.395,0,0,-0.005,0,0.705,0,0,0,0.924,0,3.114,0,0
0,0,0,0,1.386,0,1.124,0,0,0,0.667,0,0,322.796,0,0.367,0,0,0,0,1.314,1.386,0,0,1.067,0,0
0,0,0.514,0,0.657,0,0,0,0.814,0,0.914,0.195,0,924.175,0,0,0.41,0,-0.019,1.29,0.652,0,0,0,0,0,1.895
0,3.119,0,1.19,0.233,2.962,0.614,0.976,0,0,1.252,0,2.086,287.521,4.019,0,0.614,0,0,3.757,1.39,0,2.662,0.914,1.219,0,0
0,0,0,0,0,0,0.848,0,0,0,0,0,1.005,116.337,2.438,0,0,0.7,0,0,0,0,1.114,0,1.367,0.886,0
0,0,0,3.019,1.062,0,0.286,0,0,0,0,0,0,547.646,0,1.352,0.51,0,0,0,0,0,0,0,2.324,0,0
0,0,0,0.357,0,0,0.962,0.914,0,0,0,0.252,3.019,561.351,3.071,0.552,0.224,0,0.862,0.424,0,0.762,0,1.09,0.543,2.462,0
0,0.033,0,0,0,1.048,0.886,1.048,0.405,1.738,0,0,0,182.631,0,0,0,0,0,1.59,0,0,0,-0.01,0,0,1.057
0,0,0,0,0,0,0,0,1.643,0,0,0,0,370.372,2.014,1.381,0,0,1.133,0,2.319,0.786,0,1.176,0,0.133,0
1.867,0.586,0,0,0,0,0,0.805,0,0,0,0,1.905,670.835,0,0.562,0,0,0,1.424,1.138,0,0,0.424,2.919,0,0
0,0,0,0,2.095,0,0,0,0,0,0,0,0,641.35,1.405,1.038,0,0,1.695,0,0,1.752,0,0.924,2.352,0,0
0,0.571,0,1.076,0,3.524,0,0.333,0,1.648,0,0,-0.014,788.51,0.724,0,1.605,0,0,0,0.686,0,0,0,1.867,0.457,0
0.814,0.5,0,1.319,0,1.381,0,0,0,0,0,0,0,796.591,1.824,0,0,0,0,0.714,0,0.61,0,2.481,0.352,1.59,2.157
0,0,1.281,0,0.605,1.843,0,0,0,0,0,0,0,174.631,0,1.49,0,0,0,0.781,0,0,2.5,1.767,0,0,0.367
0,0,0,0,0,0.829,0,0,0,1.8,0.281,0,1.471,327.815,0.176,1.152,1.419,0,0,0,3.848,0,0,0.705,0.976,0.471,0.843
0,0.829,0,0.005,0,1.238,0,0,0,0,0.819,0,0,962.151,0.562,0.419,1.681,0.39,1.243,0.462,0,0,1.767,4.481,0.819,0,0.862
0,0,0,1.31,0.743,0,0,0,0,0,0,0,0.529,423.552,2.743,0.714,0,0,0,0,1.924,1.1,0,0,3.367,0.629,1.119
0,4.386,0.867,0,0,0,0,0.357,0,0,0,0,0,615.164,0,1.229,0.781,0.595,0,0,2.105,0.686,0,3.59,3.167,0,0.21
0.01,0,0.638,0,-0.038,0.49,0,0,0,0,0,0.567,1.39,480.328,0.667,0,0,0.81,0,0,2.09,0,0,0,0,0.757,0
0,1.743,0,0,0,0,0,0,0,0,0,0,0,203.045,2.738,0,0,0,0,0.543,0,0,0,0.795,0,0,0
0,0,0,0,0.681,0.49,0,0,0,0.59,0,0,0.538,432.514,0.686,1.267,0,0.486,0,0,0.757,0.643,0.795,0,0.2,0,0
0,0,0,0.833,0,0.286,0,0,0,0.262,0,0,1.929,1303.29,2.495,0,0.59,0.486,0,0,3.1,0.895,0.69,0,2.529,0,0
0,0.195,3.209,0,0.667,0.752,0,0,0.676,1.186,4.329,0.71,0.957,325.982,1.867,0,0.519,0.267,0,0,2.033,0,0,1.071,0,0,0
1.052,0.61,0,0,1.357,1.371,0,0,0,0,0.729,0,0,409.076,1.719,2.129,0.914,0,1.2,0,0,1.086,0,1.671,0.595,4.243,0
0.005,1.21,0,0.581,1.581,0,0,0.895,0.019,0,0,0,1.586,1891.621,1.033,1.448,1.762,0,0,3.167,0.476,0,0.39,1.3,1.124,0,0
0,0,0,0,0,2.352,3.438,0.438,0,0,0,0,0.386,517.68,0.61,0.49,0,0,0,0,1.152,0,0,0,3.143,0,0.638
0,0,0,0,0,1.543,0,0,0,0,0,0,0,505.98,-0.295,0.571,2.138,2.433,-0.019,0,0.281,0,0,0,1.981,0,0
0,0,0,1.505,1.305,0,0,0,0,0,0,0,0,1845.055,0,0.371,1.167,2.424,0,0,0.948,0,0,1.843,0.729,0,0
0.014,4.376,0.724,2.29,0,0,0,0,1.486,0,0,0,0.733,1579.525,0,0,0.552,0,0,-0.048,0.867,0,0,1.59,0.619,0,3.814
0.471,0,0,0,0,0,0,0,0,0,0,0,0.619,1744.223,-0.01,1.11,0.714,0.3,0.805,0,0,1.076,0.843,5.505,3.238,0,0
0,0,2.043,0,0,2.286,0.529,0,0,0.7,0,0,0,641.664,2.571,2.048,0.224,1.024,0.357,0,1.257,2.029,0.838,0.748,0.343,0,1.676
0.319,0,0,0.267,0.51,0,0,0,0,0,0,0,0,99.561,0,1.69,0,0,0,0,0,0,0,0,0,0,0
